out_channel0,M,R1,R2,R3,R4,R5,convblock1,widenfact1,B1,convblock2,widenfact2,B2,convblock3,widenfact3,B3,convblock4,widenfact4,B4,convblock5,widenfact5,B5,1_day_accuracy,1_day_accuracy_std,AVM
83,3,3,2,10,0,0,D,3,9,A,2,7,B,2,10,0,0,0,0,0,0,0.6805864562758711,0.29215207584206176,18.29045627692423
90,1,6,0,0,0,0,A,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0.9218991442109481,0.04960692505262576,15.813349899055469
77,1,14,0,0,0,0,D,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.6578322800007186,0.1723905656166972,16.69934668208049
10,1,2,0,0,0,0,B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8111117534538718,0.26963417835844505,19.7548695125498
93,4,6,16,7,4,0,B,3,2,C,1,7,C,4,1,C,1,4,0,0,0,0.9206133939740759,0.02270253172308694,16.43708518276841
123,1,3,0,0,0,0,A,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0.9306012839582352,0.07656635745414668,15.217200112215092
29,3,6,8,7,0,0,B,2,6,C,2,8,B,4,12,0,0,0,0,0,0,0.9349117313822738,0.09319233294149401,19.77926743788724
73,1,2,0,0,0,0,D,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.7709415926468004,0.2660885114581553,17.213048816513258
123,5,3,15,5,14,6,A,4,10,B,1,11,C,2,3,D,4,10,D,4,3,0.9222283173911848,0.0562985275160659,19.21869017119794
106,5,6,16,6,9,14,D,2,9,C,3,11,B,3,6,A,1,5,B,4,12,0.9075853974631796,0.07189065696947473,15.42733069470384
41,1,14,0,0,0,0,C,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6956692742060685,0.10930973071189952,19.418919762421126
57,3,13,3,5,0,0,C,4,5,C,4,9,B,4,7,0,0,0,0,0,0,0.9420566875871546,0.06745257138777445,19.1517355929701
46,4,7,12,13,11,0,C,4,2,A,4,12,C,3,1,B,2,11,0,0,0,0.937463139638323,0.0671982537777579,15.720388649982123
95,5,12,12,14,12,10,B,3,5,D,4,1,C,3,2,A,3,12,A,4,2,0.918974815382568,0.06988231655662537,17.781948088029715
32,2,16,3,0,0,0,D,4,6,C,3,6,0,0,0,0,0,0,0,0,0,0.9083317255143544,0.058129060117570144,16.610358803323315
107,1,10,0,0,0,0,B,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.795852410254537,0.11514929972149451,21.51120161690519
124,5,10,5,8,16,1,B,4,4,C,1,4,B,3,11,B,3,6,B,1,6,0.9153808008895257,0.08377066401354527,19.730644233929294
108,3,11,10,2,0,0,D,2,10,D,4,2,C,3,1,0,0,0,0,0,0,0.921219072725325,0.034391367412241886,18.841080670656332
108,4,16,9,8,14,0,C,4,6,C,3,11,B,4,4,A,4,4,0,0,0,0.9481380171260618,0.08194184255118225,18.97247849222526
9,1,11,0,0,0,0,B,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.7483620466741685,0.14966567347207332,19.883289752745103
66,3,5,13,14,0,0,D,3,11,C,3,2,B,4,10,0,0,0,0,0,0,0.9427704326943124,0.036940023028705984,14.752566107359703
84,2,15,9,0,0,0,B,3,4,B,4,2,0,0,0,0,0,0,0,0,0,0.943259900673281,0.0946757714321882,16.698428422363556
89,1,8,0,0,0,0,A,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0.7020677287288107,0.17277520453076955,19.960861659017393
74,4,7,14,9,4,0,D,1,8,C,4,3,B,4,7,C,1,8,0,0,0,0.9150402691234051,0.08765023974267908,17.530612902601824
74,5,1,11,8,2,14,B,4,8,D,2,2,B,1,4,D,4,4,D,1,3,0.9381503646548074,0.057741606009419216,19.30557749086184
68,2,13,14,0,0,0,D,3,10,D,2,5,0,0,0,0,0,0,0,0,0,0.7816606282717746,0.26535536133689896,16.853245586828603
69,4,9,16,4,5,0,D,4,6,C,3,9,D,1,8,D,1,6,0,0,0,0.9304729010548948,0.05479805212091335,19.381077524743176
11,5,2,12,6,8,9,A,1,5,B,4,12,D,1,3,C,3,1,D,1,7,0.9482666939234412,0.09464768014612103,17.31548105580314
61,3,11,7,16,0,0,B,1,5,A,1,1,C,2,1,0,0,0,0,0,0,0.8122595273422368,0.10987481462576039,20.084908376682478
53,4,4,7,7,4,0,A,3,7,C,3,10,A,3,2,C,2,1,0,0,0,0.9284524086026978,0.08650014960747336,18.031814368060843
52,3,12,4,2,0,0,A,4,8,D,2,11,A,1,11,0,0,0,0,0,0,0.9134455044151054,0.050514284814185434,18.999615015324643
100,1,2,0,0,0,0,A,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0.9078113822230504,0.06033208820098586,19.47611267878066
41,4,4,11,12,7,0,B,1,8,B,3,12,B,3,2,D,3,4,0,0,0,0.90642512739164,0.03370902263747552,17.552359238520232
37,1,16,0,0,0,0,B,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0.8504886743034109,0.1229856446957012,21.280115834920736
73,5,12,7,2,5,4,C,1,10,A,1,1,A,2,4,C,3,6,A,4,5,0.9392474300678929,0.09891126972915744,14.205823335420313
59,5,2,14,13,12,1,C,1,6,A,3,5,B,1,7,C,2,12,B,1,8,0.9182062513908194,0.08828669571942505,16.716278304886522
40,2,5,1,0,0,0,B,4,5,B,2,3,0,0,0,0,0,0,0,0,0,0.9194023615230037,0.031068329759034466,14.265876475687351
55,3,10,10,4,0,0,B,2,1,D,4,8,A,2,6,0,0,0,0,0,0,0.933266575601292,0.023591677880196445,19.846828002784935
39,3,12,11,1,0,0,B,2,5,B,4,2,D,2,11,0,0,0,0,0,0,0.945361940229984,0.09194449556216536,15.058517183829691
54,4,11,3,3,7,0,B,2,2,D,3,6,D,1,5,D,1,12,0,0,0,0.949165661465042,0.09538376030444522,18.25249293901202
108,1,4,0,0,0,0,B,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.7334223022601764,0.21561548474363162,16.009973344337535
48,5,4,8,13,12,9,A,3,12,D,1,12,A,3,1,A,1,1,D,4,4,0.9231212549356865,0.0702222846407085,18.293568910064536
105,2,5,14,0,0,0,D,3,2,D,2,1,0,0,0,0,0,0,0,0,0,0.6578657266111041,0.1887215451845717,17.843773695580904
11,2,11,16,0,0,0,D,2,5,B,3,7,0,0,0,0,0,0,0,0,0,0.8178779647399674,0.14049340453214698,16.38839201682666
57,5,11,2,16,15,13,C,3,11,B,1,5,C,3,11,B,2,5,A,4,10,0.9098981937504949,0.024064862009589377,16.718796014687467
123,5,3,13,9,1,15,B,4,11,D,3,11,B,4,6,B,3,10,A,2,5,0.9476620976984663,0.056187479530495826,19.47223057176336
50,5,6,9,15,6,15,D,1,9,B,3,5,A,2,5,D,4,3,C,4,9,0.9359586415884164,0.08255518761826271,14.557098349382759
97,3,3,13,2,0,0,C,2,7,C,2,10,A,3,11,0,0,0,0,0,0,0.8438718048376266,0.26668364295955044,20.40172219643147
76,4,4,13,9,16,0,A,3,10,B,1,3,B,3,4,A,2,3,0,0,0,0.9351286240524039,0.07553166910172465,19.881598851363428
52,5,3,10,3,13,15,A,4,12,D,2,2,D,2,6,B,4,9,A,1,2,0.9117847341842382,0.09436989852218791,16.941861557939916
68,3,14,5,10,0,0,A,4,7,A,4,9,B,3,8,0,0,0,0,0,0,0.9215031751491441,0.06316003000703897,19.497662489982844
109,4,3,9,7,8,0,C,1,10,A,2,5,D,2,12,D,2,3,0,0,0,0.9418783709042462,0.03936215798165921,15.112276041720929
101,3,3,2,7,0,0,D,1,3,C,2,7,A,2,8,0,0,0,0,0,0,0.8565462943544028,0.2424381784493531,15.413217228868225
82,1,3,0,0,0,0,A,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9282984970792604,0.048336836313302864,15.274695027811752
80,4,11,7,4,1,0,D,1,4,A,4,4,C,1,10,D,4,11,0,0,0,0.9033288746350221,0.054596715885300184,17.26472179142484
10,1,11,0,0,0,0,A,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.7023678793542817,0.16665075719161218,19.624242849523423
45,3,16,11,9,0,0,C,3,3,B,2,12,C,1,9,0,0,0,0,0,0,0.8163582106735282,0.12432191252732448,19.353591541408328
43,3,7,2,5,0,0,B,2,12,A,3,7,B,1,11,0,0,0,0,0,0,0.7454218870258117,0.17258648488531628,21.673367645701262
23,1,12,0,0,0,0,B,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6820370576209716,0.14426676027247426,16.98461989443004
82,5,9,4,1,13,14,A,2,9,A,3,10,D,1,1,A,3,7,A,4,6,0.9369028405779277,0.05151844342123284,15.670418411173179
32,4,7,1,13,3,0,C,3,10,D,3,5,D,1,3,A,2,2,0,0,0,0.9226241047102499,0.04755007926201697,19.003995263011703
54,5,3,11,14,9,4,C,1,4,B,1,4,C,2,12,D,4,4,A,1,1,0.9455150190685675,0.07686346313252655,16.68238696747418
59,2,14,7,0,0,0,B,1,2,B,4,2,0,0,0,0,0,0,0,0,0,0.9145423377631295,0.05355638836891782,17.804347793095165
81,1,8,0,0,0,0,B,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0.8532414740988281,0.13998400020404997,21.628006252073597
60,1,14,0,0,0,0,D,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0.718584228037671,0.12200573830066691,17.601226374023305
74,2,16,2,0,0,0,B,2,8,A,4,8,0,0,0,0,0,0,0,0,0,0.9016284525444233,0.08164050023627148,18.47508798942293
19,2,3,9,0,0,0,B,4,4,C,2,10,0,0,0,0,0,0,0,0,0,0.947538357682052,0.08214115455075428,17.19003978870127
70,3,9,11,3,0,0,D,4,1,B,3,11,D,1,7,0,0,0,0,0,0,0.9225471464965319,0.08509607174029471,18.706347394336937
103,2,1,15,0,0,0,D,4,8,D,3,2,0,0,0,0,0,0,0,0,0,0.9216968539545877,0.08698188208939774,19.179941631180387
104,5,9,9,8,3,14,D,3,12,B,3,8,C,3,10,D,3,6,D,2,3,0.9306426024697598,0.07900565334300984,18.814452073390758
69,1,4,0,0,0,0,B,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.7408405663274455,0.22054723734165932,21.66169286908683
41,2,5,5,0,0,0,A,1,5,C,4,1,0,0,0,0,0,0,0,0,0,0.9268429716755148,0.04950367228437359,19.68879748846812
40,4,3,5,14,7,0,B,2,11,A,2,11,D,4,10,B,1,12,0,0,0,0.9258016385401725,0.07140514563417934,17.798016396861122
74,5,1,15,3,14,6,C,1,4,B,4,5,B,1,11,C,3,12,A,1,6,0.9103884797543361,0.04295046728975838,15.796561208467699
47,5,16,1,6,2,14,C,3,5,A,2,1,C,3,11,A,4,7,B,1,3,0.9317153848215697,0.0669566702783008,14.870949529587483
22,4,12,6,11,6,0,C,1,4,D,3,1,C,2,8,B,1,7,0,0,0,0.9149059506792622,0.09835869151722637,17.544242934563083
43,1,16,0,0,0,0,D,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8553757506866246,0.13516308403151775,17.87087096187621
125,2,14,14,0,0,0,B,2,4,A,2,11,0,0,0,0,0,0,0,0,0,0.8104745904168575,0.26560735312887285,15.087270463894942
76,3,10,16,9,0,0,C,3,11,C,3,6,A,3,7,0,0,0,0,0,0,0.6634005937958934,0.28975517077848695,21.761146177766012
101,5,4,2,9,14,8,C,4,10,D,2,12,A,1,8,C,2,11,C,3,1,0.9346108749750044,0.03000655668206772,19.742289597343916
118,4,10,14,16,5,0,B,3,2,D,3,4,C,3,10,C,2,4,0,0,0,0.9296844891405189,0.09708077715662358,18.02650603736874
114,2,8,16,0,0,0,C,1,1,D,1,8,0,0,0,0,0,0,0,0,0,0.82926388596854,0.16249079028919222,20.270654253766384
104,1,12,0,0,0,0,B,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.8783440970080372,0.27607639001140427,16.73345197709903
30,1,5,0,0,0,0,A,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.6980842993909722,0.2344971151857236,17.06965059740721
34,5,9,9,1,9,15,B,2,10,C,1,11,A,3,5,B,3,9,B,3,8,0.9200841175230657,0.08348190259165494,18.97994702989486
19,4,1,2,2,14,0,C,2,3,A,1,4,C,4,11,C,1,1,0,0,0,0.931117302293439,0.07381493002526221,19.77858241950819
87,3,4,15,8,0,0,A,4,2,A,4,4,C,2,10,0,0,0,0,0,0,0.9272495348873753,0.08928624531380441,15.67440751164292
110,5,5,11,15,5,14,B,2,9,D,4,4,D,2,11,B,2,10,D,1,7,0.9417306009001519,0.08004166452179377,16.414081634259414
106,5,5,11,14,10,3,A,2,8,A,3,11,D,1,2,C,3,7,D,1,9,0.9259624136442902,0.02978274061048703,18.5314772581732
127,3,12,7,3,0,0,D,3,7,D,1,7,B,3,3,0,0,0,0,0,0,0.6938300097989845,0.16586294498641624,21.67693265766214
26,3,16,7,13,0,0,B,1,11,C,4,12,B,4,3,0,0,0,0,0,0,0.9378720262811753,0.026194279871081055,19.02841381096376
128,5,8,4,10,1,6,A,1,8,B,1,10,A,1,9,A,2,7,A,3,3,0.9259721119332173,0.0859027345937159,17.363678899350248
95,2,5,13,0,0,0,B,1,10,A,2,6,0,0,0,0,0,0,0,0,0,0.7153952677741903,0.2031870263142438,18.360331302158734
98,3,15,8,7,0,0,C,2,9,B,3,9,B,1,6,0,0,0,0,0,0,0.6929036693494209,0.17495420253295485,21.284712090914965
84,2,16,11,0,0,0,D,1,1,D,3,7,0,0,0,0,0,0,0,0,0,0.8043761270560356,0.21506138135836878,17.690007939237304
54,2,16,16,0,0,0,A,2,11,A,1,1,0,0,0,0,0,0,0,0,0,0.8654650032961096,0.17816095635282492,19.71254217389016
49,3,16,8,2,0,0,B,2,9,C,4,1,A,2,10,0,0,0,0,0,0,0.9150353588643496,0.06519248281121978,16.709718691816445
16,4,3,7,1,2,0,C,2,9,D,4,2,B,4,6,A,4,11,0,0,0,0.9287566926600124,0.03814612482008494,15.047165212827041
21,5,13,7,3,6,13,D,2,9,A,2,9,A,2,1,C,1,9,B,3,9,0.9243925178277216,0.06681924302312676,14.45294102459485
57,2,11,7,0,0,0,D,2,4,D,4,2,0,0,0,0,0,0,0,0,0,0.9165278906765718,0.07531110579676474,18.420716180638244
97,4,12,7,9,5,0,D,4,12,D,3,11,B,2,8,A,4,1,0,0,0,0.9037450406914064,0.04797637615191189,18.51511166481359
85,4,16,15,16,10,0,B,4,11,A,3,2,B,4,5,B,4,2,0,0,0,0.9401809549772082,0.03315579797953363,17.26811325637836
121,4,8,3,12,5,0,D,2,6,B,1,11,A,3,12,C,2,10,0,0,0,0.9498032325247774,0.07471570452309263,15.710838755335152
33,2,13,5,0,0,0,A,3,9,D,3,10,0,0,0,0,0,0,0,0,0,0.7767945513032662,0.24205140150806714,15.32057872750777
22,1,10,0,0,0,0,C,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.6757222296983845,0.18459702923544616,18.506458061102123
109,5,3,12,14,15,11,A,1,5,B,3,8,B,4,6,C,4,12,B,1,12,0.9090832656083787,0.0733186654801131,19.570237891715124
14,5,16,12,11,7,10,D,4,4,A,1,8,C,2,10,D,2,1,D,3,8,0.9117942406037369,0.058893282432980074,15.3281964415784
43,5,14,6,11,9,10,C,1,7,B,2,8,D,1,11,D,3,8,D,4,8,0.90989649762492,0.0901780689582856,19.49880072310648
34,3,15,13,13,0,0,B,1,10,A,4,1,C,3,1,0,0,0,0,0,0,0.9248417073018338,0.02606083857343812,19.60737672174914
106,3,5,8,5,0,0,D,3,1,D,3,5,D,1,1,0,0,0,0,0,0,0.6761021549993492,0.22480448976574402,21.494198775547332
95,4,8,15,9,15,0,B,1,1,D,3,12,A,2,3,A,4,3,0,0,0,0.9094776736032737,0.04100062521332631,19.5799402170427
45,4,13,16,2,8,0,A,1,3,C,4,7,D,2,1,D,1,7,0,0,0,0.9076072299707584,0.030550275295399228,15.263597821456708
119,4,5,12,12,3,0,A,2,11,B,3,3,B,2,2,C,1,11,0,0,0,0.9403005367176747,0.037233809995497504,17.731678722350793
94,5,1,13,14,13,10,C,3,10,B,4,5,C,3,2,B,1,1,D,3,1,0.9236094219125571,0.022202485186132347,16.37342323130011
118,3,13,11,5,0,0,B,3,11,B,4,10,C,1,5,0,0,0,0,0,0,0.9211136282523552,0.06720657769654714,19.258608613304155
55,5,15,2,10,6,7,B,3,1,B,4,4,B,2,8,A,3,11,B,3,1,0.9169026658025209,0.04971949093249478,17.61283388471784
77,4,2,7,5,3,0,C,3,7,B,4,10,C,4,4,B,3,7,0,0,0,0.9036048240792789,0.09029284472929779,19.679665774744677
19,5,13,9,6,5,16,C,2,8,B,4,6,C,3,11,D,4,10,D,1,12,0.9345011211437794,0.04066874435792832,19.04577541879565
35,4,7,1,8,11,0,A,4,11,A,3,2,C,2,10,A,3,7,0,0,0,0.9137102040318179,0.06928704106165444,18.44018196946855
102,5,16,5,16,15,4,D,2,11,A,3,10,B,1,2,D,4,9,C,2,12,0.9360779628074444,0.04097273924982606,17.363772295157855
43,5,1,10,6,15,5,A,3,1,A,2,1,D,3,12,D,4,2,B,4,1,0.9304174718198974,0.055410008984958264,18.6068285548478
83,5,15,12,13,10,3,B,1,4,C,3,1,B,3,1,D,2,5,D,2,12,0.9014701637887043,0.07033452520171322,16.440129567856616
25,1,7,0,0,0,0,A,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0.8293558386844856,0.23612387504202342,19.962544974420076
16,1,2,0,0,0,0,C,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.6655774621513781,0.25748668806776587,15.399354937846903
113,1,16,0,0,0,0,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.7719820556873498,0.22239189233614914,19.01016824218644
80,4,13,6,8,6,0,B,4,10,A,4,3,B,2,5,B,1,5,0,0,0,0.949611241990382,0.0329082261636672,17.738941843109483
114,4,6,16,16,13,0,A,3,10,A,4,3,C,1,5,C,2,3,0,0,0,0.9149219708893519,0.034858664022388866,15.295335372809262
9,5,16,7,11,8,4,B,2,12,A,4,3,D,2,10,C,1,3,A,1,12,0.9356494806950229,0.05196562180196487,14.942654518465543
55,4,9,6,13,3,0,C,1,7,B,3,1,B,1,11,B,1,6,0,0,0,0.9127116083939387,0.0985451275246224,18.64486166168428
110,4,16,9,13,7,0,D,3,12,A,1,12,D,1,4,B,2,3,0,0,0,0.9391163935861226,0.031343068625759064,15.429094320626488
85,3,13,8,2,0,0,B,2,10,C,2,6,B,3,5,0,0,0,0,0,0,0.7456095251059226,0.22825629830228336,16.92886859254811
58,4,16,7,4,4,0,D,1,6,D,3,8,A,4,4,C,4,2,0,0,0,0.913701673340413,0.032367285372905355,19.739259595168747
43,2,6,6,0,0,0,A,3,8,B,3,11,0,0,0,0,0,0,0,0,0,0.6961363764369243,0.2762420975628975,20.824008115907784
31,5,5,15,2,6,7,D,4,2,B,2,6,A,2,7,C,2,5,A,1,3,0.9248071275669127,0.02740895337010037,19.941246659069044
103,2,15,8,0,0,0,C,3,8,D,4,7,0,0,0,0,0,0,0,0,0,0.945905390527738,0.06695991714366366,14.94016549090758
24,2,15,1,0,0,0,B,4,9,D,1,4,0,0,0,0,0,0,0,0,0,0.9269167098720069,0.031560308567227024,17.48139538916006
48,3,9,7,6,0,0,C,3,2,C,2,9,D,4,4,0,0,0,0,0,0,0.9373446905638957,0.052009310936695724,16.768130785924143
115,2,4,4,0,0,0,D,2,2,B,2,4,0,0,0,0,0,0,0,0,0,0.8537264636439483,0.17398456664020176,20.4158254138931
121,3,3,9,5,0,0,C,4,11,C,4,11,C,3,2,0,0,0,0,0,0,0.9222721552731289,0.05279971269743469,14.118902228521366
27,4,7,3,14,1,0,D,1,3,D,3,12,A,2,11,C,1,12,0,0,0,0.9095816200588235,0.08443812906718713,18.220732030390458
29,3,4,7,6,0,0,D,3,9,D,4,1,B,3,3,0,0,0,0,0,0,0.9399027205270751,0.05457056950426824,16.964957261833952
53,4,7,14,3,1,0,C,4,9,B,1,9,D,3,5,A,4,10,0,0,0,0.9019864085090086,0.04744345236588479,18.563242127529666
12,1,1,0,0,0,0,B,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.7566869568685233,0.2557148848515092,15.641699794483682
51,1,7,0,0,0,0,A,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0.6811744580975806,0.18955295650280357,16.58280770121287
60,5,8,2,16,2,5,A,2,12,A,1,11,A,4,6,C,2,10,C,2,10,0.9287208233832499,0.053874914686931785,19.571005644200042
37,3,12,13,13,0,0,B,4,1,C,2,2,A,4,12,0,0,0,0,0,0,0.9254012282207031,0.032232185374450106,19.782093591839846
111,2,6,9,0,0,0,D,1,10,D,2,10,0,0,0,0,0,0,0,0,0,0.6791259129315667,0.17905195374894745,21.69168229339126
117,4,15,15,15,6,0,B,3,12,A,2,11,D,3,3,D,2,2,0,0,0,0.9241080187984168,0.037592745078543516,18.33090840050371
59,2,14,10,0,0,0,A,3,9,C,2,1,0,0,0,0,0,0,0,0,0,0.7520445227374615,0.2937140330486958,20.671074266063716
113,5,5,14,15,2,4,A,1,2,D,1,3,D,4,9,C,3,12,D,1,6,0.9314903574257353,0.062095645133861524,18.93876493765847
105,4,6,15,11,15,0,A,2,12,D,3,11,B,3,5,A,1,1,0,0,0,0.9059563991854939,0.0699229116442166,16.330473470041127
29,3,15,16,13,0,0,A,1,12,D,4,6,D,3,3,0,0,0,0,0,0,0.9485575215158417,0.059319854462394184,19.97677370566267
126,5,14,3,9,7,10,D,3,10,D,2,8,D,3,1,B,4,9,A,2,4,0.9154864639973315,0.05691403036121022,14.149251686826823
40,1,13,0,0,0,0,C,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6576050327834854,0.1742541580564122,16.045965008312947
94,3,7,5,11,0,0,C,1,10,A,1,4,B,1,9,0,0,0,0,0,0,0.7699158381148776,0.18088729553469435,16.842048915973116
80,2,1,12,0,0,0,A,4,8,D,1,4,0,0,0,0,0,0,0,0,0,0.9085387934733984,0.020142339948164383,16.804714267489228
38,2,11,14,0,0,0,D,2,9,D,1,2,0,0,0,0,0,0,0,0,0,0.8834466657404314,0.2961702165643391,17.355222010071426
98,5,2,8,3,6,11,D,3,1,D,2,1,C,3,3,A,1,9,B,2,11,0.9239734320867149,0.022670336761676728,14.12619611007974
76,2,9,10,0,0,0,D,2,11,D,1,7,0,0,0,0,0,0,0,0,0,0.8076611786738321,0.2866951577091228,17.812913131501503
8,5,5,6,11,1,2,D,2,9,C,4,6,C,4,12,C,3,12,A,4,5,0.9227867005545441,0.07145785502433613,17.176969977983624
34,2,9,5,0,0,0,B,1,5,A,2,12,0,0,0,0,0,0,0,0,0,0.7252953906693858,0.2145965551879102,21.44972264361961
69,2,6,14,0,0,0,D,3,9,D,1,2,0,0,0,0,0,0,0,0,0,0.7039619678945317,0.2932898260015735,19.448957485238903
12,4,11,10,5,7,0,B,2,1,A,3,9,A,3,2,A,4,6,0,0,0,0.9107761503491575,0.040438862875995414,14.731444151896714
10,4,9,1,7,14,0,B,2,9,B,1,8,B,1,8,A,4,8,0,0,0,0.9022477328796897,0.028461272885339808,16.441776009151713
104,5,3,3,15,2,16,D,4,1,B,4,6,A,3,4,D,2,8,B,3,1,0.9326999448721575,0.05540225065992223,16.13921467269777
128,3,6,3,16,0,0,C,3,5,B,4,5,C,1,9,0,0,0,0,0,0,0.9011081655998019,0.04958865551829876,17.94935641877358
16,1,2,0,0,0,0,D,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.7261559453683237,0.20406189605374556,17.547297849919968
45,3,4,9,14,0,0,A,3,9,D,3,10,B,4,2,0,0,0,0,0,0,0.9077788469358082,0.04141598022313996,19.91572535380508
35,2,15,5,0,0,0,D,1,2,B,3,4,0,0,0,0,0,0,0,0,0,0.6944811710108818,0.25130095991254,17.19378754398517
57,2,16,6,0,0,0,D,2,9,D,1,5,0,0,0,0,0,0,0,0,0,0.7545043960481767,0.2881103294501687,15.664773425546823
120,2,5,14,0,0,0,B,4,5,D,1,5,0,0,0,0,0,0,0,0,0,0.9120138418516217,0.08614189126409598,14.067923673124973
102,2,6,5,0,0,0,B,3,10,B,1,9,0,0,0,0,0,0,0,0,0,0.7533324709339569,0.10883971455412192,21.768981087983647
106,2,7,12,0,0,0,B,4,12,C,2,9,0,0,0,0,0,0,0,0,0,0.9043592819982679,0.05550886601290135,14.411162846501995
31,5,6,11,15,16,9,C,2,10,D,2,9,D,2,9,C,3,1,D,4,4,0.9311958808616824,0.07756475187729377,14.745311340637159
106,5,6,16,1,11,7,D,2,5,B,2,6,C,2,3,B,4,1,A,4,6,0.9135998756509687,0.05141402397968692,18.920192656559834
